ProteinName	FullName	PDBs	SsLens	SeqLen	SsCount	SsAvgLen	SsLenSum	DomainCount
CRP_ECOLI	cAMP-activated global transcriptional regulator CRP	1cgp/1g6n/1hw5/1i5z/1i6x/1j59/1lb2/1o3q/1o3r/1o3s/1o3t/1run/1ruo/1zrc/1zrd/1zre/1zrf/2cgp/2gzw/2wc2/3fwe/3kcc/3n4m/3qop/3rdi/3rou/3rpq/3ryp/3ryr/4bh9/4bhp/4ft8/4hzf/4i01/4i09/4i0a/4i0b/4r8h/5ciz	3,7,6,3,3,4,7,7,3,8,3,4,3,7,7,10,26,13,3,3,5,8,13,5,5	210	25	6,64	166	1
CSA5A_SACS2	CRISPR type I-A cluster 1/Apern-associated protein Csa5-1	3zc4	8,12,3,5,21,8,3,11,3,4,4,3,4,4,13,11,3	162	17	7,05882352941176	120	0
CSAA_BACSU	Probable chaperone CsaA	2nzh/2nzo	8,12,3,7,4,6,4,5,3,3,3,5,9,3	110	14	5,35714285714286	75	1
CSK2A_MAIZE	Casein kinase II subunit alpha	1daw/1day/1ds5/1f0q/1j91/1jam/1lp4/1lpu/1lr4/1m2p/1m2q/1m2r/1om1/1zoe/1zog/1zoh/2oxd/2oxx/2oxy/2pvh/2pvj/2pvk/2pvl/2pvm/2pvn/2qc6/3be9/3fl5/3kxg/3kxh/3kxm/3kxn/3pvg/3pwd/3pzh/4anm/4dgm/4dgn/4rlk/5ts8/6qs5	3,4,4,3,3,10,8,8,14,6,6,4,3,20,3,4,4,3,3,4,16,4,12,10,7,4,3,10,3,6,3,7	332	32	6,3125	202	1
CSK2B_HUMAN	Casein kinase II subunit beta	1ds5/1jwh/4md9/4nh1/6q38	7,5,4,3,3,8,3,21,12,3,3,3,3,3,4,3,8,3,3,3,4,4	215	22	5,13636363636364	113	0
CSM4_THEON	CRISPR system Cms protein Csm4	6muu	11,3,16,12,4,5,3,8,3,8,11,10,9,6,9,3,3,9,5,3,3,4,3,4,3,4,3,3	289	28	6	168	0
CTR1_SOLIN	Chymotrypsin-1	1eq9	6,8,7,4,3,6,10,7,7,8,7,3,4,4,8,3,5,4,6	222	19	5,78947368421053	110	1
CUGA_CONPB	Conotoxin pc16a	2ler	3	11	1	3	3	0
CUTA_ECOLI	Divalent-cation tolerance protein CutA	1naq/3aa8/3aa9/3ah6/3x3u/4y65/4y6i	10,13,15,15,3,11,4,5,10	112	9	9,55555555555556	86	0
CVNH_NEUCR	Cyanovirin-N homolog	2jzl	3,5,9,7,3,4,4,4,10,9,7,6,3	111	13	5,69230769230769	74	0
CVNH_TUBBO	Cyanovirin-N homolog	2jzk	4,7,7,7,3,4,4,8,8,4,4,3	103	12	5,25	63	0
CY550_THEEB	Cytochrome c-550	1mz4/1s5l/2axt/3kzi/4fby/4ixq/4ixr/4pbu/4pj0/4rvy/4tnh/4tni/4tnj/4tnk/5e79/5e7c/5h2f/5kaf/5kai/5mx2/5tis/5zzn/6dhe/6dhf/6dhg/6dhh/6dho/6dhp/6w1o/6w1p/6w1q/6w1r/6w1t/6w1u/6w1v	4,5,3,14,4,3,3,3,5,3,9,4,3,3,18,3,3	163	17	5,29411764705882	90	0
CY551_HALHA	Cytochrome c-551	1gks	6,4,4,3,5,10,12	78	7	6,28571428571429	44	0
CYB6_MASLA	Cytochrome b6	1vf5/2d2c/2e74/2e75/2e76/4h0l/4h13/4i7z/4pv1	9,9,4,19,10,27,3,22,10,6,9,3,12,20	215	14	11,6428571428571	163	0
CYC1_YEAST	Cytochrome c isoform 1	1chh/1chi/1chj/1cie/1cif/1cig/1cih/1crg/1crh/1cri/1crj/1csu/1csv/1csw/1csx/1cty/1ctz/1fhb/1irv/1irw/1lms/1nmi/1rap/1raq/1s6v/1u74/1ycc/1yfc/1yic/2b0z/2b10/2b11/2b12/2bcn/2gb8/2hv4/2jqr/2jti/2lir/2lit/2mhm/2n18/2orl/2pcc/2ycc/3cx5/3tyi/4mu8/4n0k/4p4q/4q5p/4qao/4ye1/5cib/5cic/5cid/5cie/5cif/5cig/5cih/5kke/5klu/5kpf/5lft/5lyc/5ncv/5t7h/5t8w/6egy/6egz/6gd6/6gd7/6gd8/6gd9/6gda/6p41/6p42/6p43/6rsi/6rsj/6rsk/6rsl/6s8y/6suy/6y0j	11,3,3,3,4,4,6,3,9,4,3,4,14	109	13	5,46153846153846	71	0
CYC_ORYSJ	Cytochrome c	1ccr	3,11,3,6,9,4,14	112	7	7,14285714285714	50	0
CYC_RAT	Cytochrome c, somatic	5c0z/5c9m/5df5/6n1o/7ljx	11,5,9,4,14	105	5	8,6	43	0
CYO14_VIOOD	Cycloviolacin-O14	2gj0	4,3,5,4	31	4	4	16	0
CYSM_HELPY	Cysteine synthase	5hbg/6ahi	4,4,4,6,3,13,5,10,7,9,5,3,15,8,9,5,3,13,7,5,15,16,6,4	306	24	7,45833333333333	179	0
CYSM_MYCTU	O-phosphoserine sulfhydrylase	3dki/3dwg/3fgp	4,3,3,5,7,3,13,5,13,10,10,5,14,3,9,8,5,3,13,8,4,3,3,7,15,20,7,7,8	323	29	7,51724137931035	218	0
CYSM_SALTY	Cysteine synthase B	2jc3	4,3,4,3,6,3,14,5,13,8,8,5,15,4,8,8,5,3,11,3,7,3,6,15,16,6,3,6	303	28	6,96428571428571	195	0
DAPB2_PSEMX	Dipeptidyl aminopeptidase BII	3woi/3woj/3wok/3wol/3wom/3won/3woo/3wop/3woq/3wor/4y06	3,11,5,3,3,7,4,10,3,4,3,9,9,19,8,10,7,4,4,7,6,9,22,6,24,17,6,18,10,15,3,3,10,3,16,3,7,3,12,9,5,44,7,3,4,6,8,6,3,8,7,3,5,10,6	722	55	8,36363636363636	460	0
DAPDH_CORGL	Meso-diaminopimelate D-dehydrogenase	1dap/1f06/2dap/3dap/5loa/5loc	6,10,11,4,3,3,4,3,5,9,4,3,15,3,12,3,6,3,8,9,8,4,8,3,9,5,7,4,13,12,21,3,3,4,8	320	35	6,74285714285714	236	0
DAPDH_URETH	Meso-diaminopimelate D-dehydrogenase	3wyb/3wyc/5gz3	6,10,10,3,3,4,7,5,10,5,3,15,3,12,9,3,8,10,8,4,9,9,5,7,3,10,12,21,3,3,4,3,7	326	33	7,09090909090909	234	0
DCSB_STRLA	N(omega)-hydroxy-L-arginine amidinohydrolase	6lug/6luh	6,3,16,4,7,16,11,3,11,5,3,5,3,5,10,3,3,8,6,3,3,10,3,7,22	273	25	7,04	176	0
DCSD_STRLA	O-ureido-L-serine synthase	3x43/3x44	3,4,3,4,6,3,14,8,13,7,9,5,3,16,8,9,4,3,13,8,3,4,3,6,14,15,6,3,3,8	324	30	6,93333333333333	208	0
DCSG_STRLA	Cycloserine biosynthesis protein DcsG	6jil	5,3,10,5,3,7,4,14,5,7,7,3,11,9,4,3,13,5,4,7,8,3,4,18,9,10,3,3,12	299	29	6,86206896551724	199	1
DDDP_ROSDO	Dimethylsulfonioproprionate lyase DddP	4b28	6,3,9,18,5,8,6,5,4,4,3,4,3,19,6,9,4,9,28,13,3,3,4,8,3,9,19,6,4,14,9,10,6,4	447	34	7,88235294117647	268	0
DDDQ_RUELI	Dimethylsulfonioproprionate lyase DddQ	4la2/4la3/5jso/5jsp/5jsr	13,6,5,10,4,5,9,4,7,6,17,6,4,4,9	192	15	7,26666666666667	109	0
DDDQ_RUEPO	Dimethylsulfonioproprionate lyase DddQ	5cu1	16,6,8,10,4,7,4,7,6,11,5,3,4,4,9,3	201	16	6,6875	107	0
DDGS_TRIV2	Demethyl-4-deoxygadusol synthase	5tpr	7,18,6,8,18,7,3,14,6,13,5,5,6,8,5,6,18,16,22,3,3,5,4,18,13,14,6,4,15,4	410	30	9,33333333333333	280	0
DDLB_ECOLI	D-alanine--D-alanine ligase B	1iov/1iow/2dln/4c5a/4c5b/4c5c	5,17,5,3,4,3,9,3,8,10,5,6,9,9,3,3,9,7,7,4,4,5,5,18,9,9,8,10	306	28	7,03571428571429	197	1
DDRFA_KLEOK	Diol dehydratase-reactivating factor alpha subunit	2d0o/2d0p	8,11,10,3,15,3,8,10,5,8,5,7,13,10,6,3,9,7,6,6,6,5,6,6,3,8,3,3,16,3,14,14,12,7,9,8,9,3,7,12,9,4,7,3,3,4,3,27,4,3,6,4,3,8,4,3,13	610	57	7,28070175438596	415	0
DEFN_ARCDE	Defensin ARD1	1ozz/1p00/1p0a	7,4,8,8,3,5	44	6	5,83333333333333	35	0
DEF_ACIBS	Peptide deformylase	6jer/6jet/6jeu/6jev/6jex	4,16,4,4,6,4,11,6,14,7,14,4,23	176	13	9	117	0
DEF_PENBA	Defensin-like protein	1brz/2brz/2kgq/2kyq/2ly5/2ly6/2n66/2n69/4he7	4,4,4,10,7,3,8	54	7	5,71428571428571	40	0
DEGLY_PYRHO	Deglycase PH1704	1g2i/6f2f/6f2h/6hf6/6q3t	5,13,13,4,3,3,5,5,12,4,6,3,6,3,4,3,11	166	17	6,05882352941176	103	1
DEOC_THEMA	Deoxyribose-phosphate aldolase	3r12/3r13	16,3,7,5,13,5,3,8,7,14,6,5,14,6,3,13,4,4,11,8,9,6,12	248	23	7,91304347826087	182	0
DEOC_THET8	Deoxyribose-phosphate aldolase	1j2w/1ub3	4,4,14,4,3,7,9,13,6,5,14,6,3,14,4,4,11,9,9,5,5	220	21	7,28571428571429	153	0
DGD_PANAM	D-galactonate dehydratase family member RspA	3t6c	9,10,5,3,9,5,10,22,4,9,13,5,4,4,19,8,10,3,4,6,7,3,9,3,4,13,4,13,6,3,3,4	417	32	7,3125	234	0
DGD_SALEP	D-galactonate dehydratase family member SEN1436	3twa/3twb	9,10,5,3,16,9,22,4,10,14,4,4,10,4,19,8,11,3,4,6,7,3,9,3,4,13,3,13,6,3,3,4	419	32	7,6875	246	0
DGGGP_METJA	Digeranylgeranylglyceryl phosphate synthase	6m31/6m34/7bpu	10,19,25,6,19,19,20,24,5,5,3,15,4,23,26	283	15	14,8666666666667	223	0
DGOA_ECOLI	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2v81/2v82	3,4,14,5,12,6,9,3,9,3,4,9,5,4,8,7,7,5,20	205	19	7,21052631578947	137	0
DHAQ_LACLA	DhaKLM operon coactivator DhaQ	2iu4	10,4,4,3,9,3,10,11,3,7,16,6,5,13,11,3,9,4,5,5,16,3,8,3,17,8,10,7	328	28	7,60714285714286	213	1
DHAR1_ARATH	Glutathione S-transferase DHAR1, mitochondrial	5el8/5ela/5elg	8,5,12,6,3,6,4,4,11,3,9,3,18,3,3,21,11,6,8	213	19	7,57894736842105	144	2
DHAR1_ORYSJ	Probable glutathione S-transferase DHAR1, cytosolic	5d9t/5d9v/5d9w/5d9x	7,5,13,5,6,3,3,3,11,3,10,19,3,21,11,6,12	213	17	8,29411764705882	141	2
DHAR2_ARATH	Glutathione S-transferase DHAR2	5lol	6,4,12,6,6,4,4,11,3,10,18,3,3,21,11,6,8,3	213	18	7,72222222222222	139	2
DHAS1_VIBCH	Aspartate-semialdehyde dehydrogenase 1	1mb4/1mc4/3pzr/3q0e/4r5m	6,12,4,10,3,3,4,5,13,4,4,13,4,15,10,3,23,13,4,3,13,3,3,14,9,5,7,4,9,12,14	370	31	8,03225806451613	249	0
DHAS2_VIBCH	Aspartate-semialdehyde dehydrogenase 2	2qz9	7,12,8,4,7,3,3,5,13,4,9,4,17,14,16,4,4,13,11,13,10,3,3,3,9,13,20	337	27	8,59259259259259	232	0
DHE3_PYRFU	Glutamate dehydrogenase	1gtm	12,3,7,11,12,4,3,17,8,3,15,3,15,4,3,16,5,12,6,8,11,3,4,6,5,4,4,3,9,3,4,15,25,19	420	34	8,29411764705882	282	0
DJC24_HUMAN	DnaJ homolog subfamily C member 24	2l6l	6,15,19,3,12,7,4,5,3,5,4,3,4,5	149	14	6,78571428571429	95	2
DLDH_ECOLI	Dihydrolipoyl dehydrogenase	4jdr	10,12,11,5,19,4,25,11,5,10,3,3,5,6,12,12,11,15,8,8,3,3,4,3,4,15,3,9,6,7,3,5,7,9,4,9,6,10	474	38	8,02631578947368	305	0
DLTB_STRT2	Teichoic acid D-alanyltransferase	6bug/6buh/6bui	6,16,16,25,24,3,16,8,3,9,23,6,11,31,3,4,10,10,3,20,33,22,7	415	23	13,4347826086957	309	0
DNAJ2_THET8	Chaperone protein DnaJ 2	4j7z/6psi	5,14,18,9,3,6,3,6,6,6,6,5,3,3,7,3,8,6,5,8,11,12,15	280	23	7,30434782608696	168	1
DNAJ_ECOLI	Chaperone protein DnaJ	1bq0/1bqz/1exk/1xbl/5nro	5,3,15,4,18,5,3,3,3,8,6,4,3,3,5	376	15	5,86666666666667	88	1
DOM34_YEAST	Protein DOM34	3j16	7,6,8,6,13,8,4,5,3,6,9,7,7,8,17,8,15,4,5,5,8,3,8,14,6,9,7,3,16,5,8,7	386	32	7,65625	245	0
DPH3_YEAST	Diphthamide biosynthesis protein 3	1yop/1yws/4x33/5ax2	5,3,4,5,7,5,3,4,5,11	82	10	5,2	52	1
DPO2_ECOLI	DNA polymerase II	3k57/3k5l	14,10,6,6,3,7,10,9,13,8,11,9,8,8,9,9,15,7,12,4,3,4,4,7,9,3,14,22,12,15,4,6,9,9,3,3,5,17,16,3,24,4,8,24,12,4,7,9,3,15,12,3,5,3,15,9,4,3,7,6,4,8	783	62	8,62903225806452	535	0
DPOL_BPT7	DNA-directed DNA polymerase	2ajq	9,3,8,4,3,13,5,13,3,3,8,3,3,23,3,22,3,7,19,3,25,4,3,3,7,10,6,23,4,3,3,5,3,6,3,7,14,8,8,12,5,13,12,3,3,3,4,3,3,27,9,8,21,8	704	54	8,09259259259259	437	0
DPOL_THES9	DNA polymerase	4k8x/5omq/5omv/6is7/6isf/6isg/6ish/6isi	9,10,7,7,3,4,4,4,9,9,11,6,8,8,7,7,3,15,7,12,4,5,5,5,8,9,10,3,33,4,16,6,11,9,3,3,22,25,25,6,5,15,3,14,6,6,3,3,17,16,4,4,3,11,8,3,3,3,6,9,3,3	775	62	8,2258064516129	510	0
DPS_ECOLI	DNA protection during starvation protein	1dps/1f30/1f33/1jre/1jts/1l8h/1l8i/2w9r/3o2h/6qvx/6zgl	30,28,7,25,23	167	5	22,6	113	0
DPS_HALSA	DNA protection during starvation protein	1moj/1tjo/1tk6/1tko/1tkp	31,28,7,3,28,24	182	6	20,1666666666667	121	0
DPS_HELPY	DNA protection during starvation protein	1ji4	25,3,28,7,28,24	144	6	19,1666666666667	115	0
DSBB_ECOLI	Disulfide bond formation protein B	2hi7/2k73/2k74/2leg/2zup	8,22,22,4,27,3,4,3,3,26	176	10	12,2	122	0
DTDA_PYRHO	D-aminoacyl-tRNA deacylase	2gfq	6,13,7,6,8,9,10,5,4,4,14,4,11,4,21,6,9,9,3,8,3,6,14,5	274	24	7,875	189	0
DXO_CANAL	Decapping nuclease RAI1	5bth/5bud	3,8,4,5,3,3,15,5,9,3,8,6,18,21,4,3,5,4,10,9,4,3,3,8,21,7,9,3,6,3,18,6,6,8,9	391	35	7,42857142857143	260	0
ECFA2_THEMA	Energy-coupling factor transporter ATP-binding protein EcfA2	2yz2/4hlu	11,11,5,3,8,7,4,3,4,4,7,10,4,3,13,7,16,5,3,7,7,7,3,8,3,4	266	26	6,42307692307692	167	1
ECOT_ECOLI	Ecotin	1azz/1ecy/1ecz/1ezu/1ifg/1n8o/1xx9/1xxd/1xxf	3,6,3,13,3,3,6,6,3,3,7,4,3,3,6,8	162	16	5	80	0
EF1B_PYRHO	Elongation factor 1-beta	2yy3	11,11,9,9,10,11	91	6	10,1666666666667	61	0
EGTB_MYCT3	Hercynine oxygenase	4x8b/4x8d/4x8e	18,5,16,4,3,6,21,23,4,6,3,5,6,9,3,3,10,5,4,11,9,3,6,3,7,3,3,5,3,3,5,3	446	32	6,8125	218	0
EGTC_MYCS2	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase	4zfj/4zfk/4zfl	11,5,4,6,8,3,6,3,9,3,5,7,3,4,12,3,11,7,11,5,7,8,6	227	23	6,39130434782609	147	1
EGTD_MYCS2	Histidine N-alpha-methyltransferase	4pim/4pio/4uy5/4uy6/4uy7/6fnq/6fns/6fnt	6,4,12,3,4,10,3,20,6,10,7,14,3,3,7,4,12,8,7,17,3,8,10,5,3,5,8,10,7,7	321	30	7,53333333333333	226	0
END2_BPT4	Endonuclease II	2wsh	7,6,8,9,13,11,7,6,6,12	136	10	8,5	85	1
END4_GEOKA	Probable endonuclease 4	3aal	4,10,8,3,10,5,21,5,15,5,10,3,6,7,15,3,6,4,4,8,3,10,5	299	23	7,39130434782609	170	0
ENDA_ARCFU	tRNA-splicing endonuclease	1r0v/1r11/1rlv/2gjw	7,6,4,4,9,11,3,13,3,12,7,5,7,6,5,4,4,4,9,3,11,13,4,3,7,6,6,13,6,8	305	30	6,76666666666667	203	0
ENDA_METJA	tRNA-splicing endonuclease	1a79	6,4,9,3,4,9,4,4,11,13,4,3,6,8,3,12,7,9	179	18	6,61111111111111	119	0
EPF1_ARATH	Protein EPIDERMAL PATTERNING FACTOR 1	5xjo	6,7,3	104	3	5,33333333333333	16	0
EPO_HUMAN	Erythropoietin	1buy/1cn4/1eer	3,17,3,4,8,4,3,27,21,7,5,13,10	193	13	9,61538461538461	125	0
EST6_DROME	Esterase-6	5thm	4,4,10,3,4,5,7,7,3,6,5,5,10,4,11,10,3,5,11,4,6,3,4,5,6,4,4,4,12,6,12,12,7,6,3,4,3,19,6,6	544	40	6,325	253	0
ESTA_PSEAE	Esterase EstA	3kvn	4,3,8,4,4,6,9,5,6,6,5,5,20,4,3,22,4,10,4,3,3,3,6,16,4,23,13,15,19,18,23,22,17,3,34,6,4,15,12,13	646	40	10,1	404	1
ESTB_BURGA	Esterase EstB	1ci8/1ci9	16,9,12,3,3,14,3,5,4,5,3,10,13,8,4,3,3,4,5,5,13,4,8,3,3,7,4,5,6,3,10,4,10	392	33	6,42424242424242	212	0
EUTB_ECOLI	Ethanolamine ammonia-lyase large subunit	3abo/3abq/3abr/3abs/3any/3ao0/5ysn/5ysr	4,4,7,5,13,5,3,8,7,9,7,3,9,9,7,4,13,3,17,3,9,4,6,14,3,5,4,13,6,17,4,13,5,3,11,9,3,4	453	38	7,18421052631579	273	0
EXLYS_BPP22	Peptidoglycan hydrolase gp4	5gai	12,13,3,3,5,3,12,4,21,3,4	166	11	7,54545454545455	83	0
FA10A_DANRE	Fatty acid-binding protein 10-A, liver basic	2qo4/2qo5/2qo6	10,7,6,7,8,8,6,5,3,5,7,8,9	126	13	6,84615384615385	89	0
FABA_ECOLI	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	1mka/1mkb/4keh	8,3,9,7,5,18,9,3,27,14,3	172	11	9,63636363636364	106	0
FABB_ECOLI	3-oxoacyl-[acyl-carrier-protein] synthase 1	1dd8/1ek4/1f91/1fj4/1fj8/1g5x/1h4f/2aq7/2aqb/2buh/2bui/2byw/2byx/2byy/2byz/2bz3/2bz4/2cdh/2cf2/2vb7/2vb8/2vb9/2vba/5kof/6okc/6okf	10,3,10,3,5,3,4,17,4,6,3,11,4,5,7,5,3,14,9,9,3,9,6,10,3,11,3,15,3,3,4,3,15,3,3,3,8,8	406	38	6,52631578947368	248	0
FABD_ECOLI	Malonyl CoA-acyl carrier protein transacylase	1mla/2g1h/2g2o/2g2y/2g2z/6u0j	5,6,13,7,4,21,6,9,18,9,11,8,7,13,5,3,12,13,10,4,4,9,4,7	309	24	8,66666666666667	208	0
FABD_MYCTU	Malonyl CoA-acyl carrier protein transacylase	2qc3/2qj3	6,11,6,4,21,5,8,19,9,10,7,7,9,4,6,9,5,10,3,10,6,8,3,3	302	24	7,875	189	0
FABH_ECOLI	3-oxoacyl-[acyl-carrier-protein] synthase 3	1ebl/1hn9/1hnd/1hnh/1hnj/1mzs/2eft/2gyo/3il9/4z8d/5bnm/5bns/6x7r/6x7s	10,5,5,8,4,16,3,5,3,9,4,3,14,9,4,4,12,9,6,4,3,4,22,3,4,10,3,4,3,11,8,8	317	32	6,875	220	0
FABH_STAAR	3-oxoacyl-[acyl-carrier-protein] synthase 3	3il7	9,5,6,8,5,15,3,5,3,9,6,3,14,8,4,4,10,9,6,3,3,22,5,11,3,4,3,11,8,8	313	30	7,1	213	0
FABH_STRLI	3-oxoacyl-[acyl-carrier-protein] synthase 3	1mzj	10,3,4,8,4,16,3,5,9,6,3,15,8,4,13,4,6,4,4,3,3,21,3,5,11,3,4,13,3,8,8	339	31	6,90322580645161	214	0
FABPL_RHIAE	Fatty acid-binding protein, liver	1p6p	10,8,7,6,10,8,3,7,7,10,8,9	126	12	7,75	93	0
FABPM_LOCMI	Fatty acid-binding protein, muscle	2flj	3,9,7,9,6,7,7,4,18,3,7,10,9	134	13	7,61538461538461	99	0
FABP_SCHMA	14 kDa fatty acid-binding protein	1vyf/1vyg/2poa	3,10,7,7,7,7,5,3,4,10,7,9,8,9	133	14	6,85714285714286	96	0
FABV_XANOM	Enoyl-[acyl-carrier-protein] reductase [NADH]	3s8m	17,3,7,14,6,3,15,6,14,6,4,3,3,6,6,11,12,12,3,4,22,7,3,15,11,3,10,3,3,4,11,3,4	402	33	7,6969696969697	254	0
FABV_YERPE	Enoyl-[acyl-carrier-protein] reductase [NADH]	3zu2/3zu3/3zu4/3zu5/4bkq/5g2o/5jai/5jam/5jaq	3,18,7,14,6,15,6,14,6,4,3,3,7,7,11,13,11,3,21,6,4,15,11,3,4,4,13,4,11,3	399	30	8,33333333333333	250	0
FABZ_HELPY	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	2gll/2glm/2glp/2glv	7,6,7,4,21,4,13,24,14	159	9	11,1111111111111	100	0
FADB_PSEFR	Fatty acid oxidation complex subunit alpha	1wdl	7,3,6,3,16,13,7,19,5,7,7,3,5,9,10,3,6,6,3,13,4,5,4,19,13,16,24,6,13,4,19,10,7,3,5,12,4,3,4,3,3,5,6,13,7,17,11,8,14,4,7,6,5,6,3,21,4,11,3,8,10,4,3,8	715	64	8,0625	516	0
FBIA_MYCS2	Phosphoenolpyruvate transferase	6uw3	6,14,3,6,3,3,10,4,8,15,12,7,7,5,5,7,3,6,5,5,9,4,3,7,8,7,5,15	327	28	6,85714285714286	192	0
FEMX_WEIVI	UDP-N-acetylmuramoylpentapeptide-lysine N(6)-alanyltransferase	1ne9/1p4n/1xe4/1xf8/1xix/3gkr/4ii9	13,3,6,9,10,9,15,6,9,4,3,3,3,3,7,3,4,12,6,18,10,8,11,9,15,7,9,3,6,7	336	30	7,7	231	0
FENR_THET8	Ferredoxin--NADP reductase	2zbw	7,12,10,5,3,4,12,3,5,7,6,9,5,4,4,5,9,7,4,12,5,19,5,5,4,5,3,3,19,3	335	30	6,8	204	0
FER1_EQUAR	Ferredoxin-1	1frr	7,7,7,8,7,5,3,4,4	95	9	5,77777777777778	52	1
FER1_HALMA	Ferredoxin-1	1doi	6,7,7,5,7,8,7,3,3,5,3,3,3,8,3,6	129	16	5,25	84	1
FER1_LEPBY	Ferredoxin-1	3b2g	8,3,8,7,6,7,5,3,3,9,4	99	11	5,72727272727273	63	1
FER1_MAIZE	Ferredoxin-1, chloroplastic	1gaq/3b2f/3w5u/3w5v/5h8y/5h92	8,8,3,7,5,7,5,3,3,9,4	150	11	5,63636363636364	62	1
FER1_NOSS1	Ferredoxin-1	1fxa/1j7a/1j7b/1j7c/1qoa/1qob/1qof/1qog	8,8,7,8,7,5,3,3,4,4,3	99	11	5,45454545454545	60	1
FER1_PEA	Ferredoxin-1, chloroplastic	6yac/6yez	6,6,8,10,4,4,3,6,4	149	9	5,66666666666667	51	1
FER_CLOPA	Ferredoxin	1clf	3,6	56	2	4,5	9	2
FER_DESGI	Ferredoxin-2	1f2g/1fxd	3,5,3,9,9,3	58	6	5,33333333333333	32	2
FER_ECOLI	2Fe-2S ferredoxin	1i7h	4,4,7,4,6,3,7,3,4	111	9	4,66666666666667	42	1
FER_GOTA9	4Fe-4S ferredoxin FdxA	1fca/1fdn/2fdn	3,3,3,3,4,3	56	6	3,16666666666667	19	2
FETP_BURP1	Probable Fe(2+)-trafficking protein	2mzy	4,6,16,14	91	4	10	40	0
FGF1_HUMAN	Fibroblast growth factor 1	1axm/1dzc/1dzd/1e0o/1evt/1hkn/1jqz/1jt3/1jt4/1jt5/1jt7/1jtc/1jy0/1k5u/1k5v/1m16/1nzk/1p63/1pzz/1q03/1q04/1rg8/1rml/1ry7/2afg/2axm/2erm/2hw9/2hwa/2hwm/2hz9/2k43/2k4a/2k8r/2ki4/2ki6/2ntd/2q9x/2rq9/3b9u/3ba4/3ba5/3ba7/3bad/3bag/3bah/3bao/3baq/3bau/3bav/3bb2/3cqa/3crg/3crh/3cri/3cu1/3fgm/3fj8/3fj9/3fja/3fjb/3fjc/3fjd/3fje/3fjf/3fjh/3fji/3fjj/3fjk/3hom/3jut/3k1x/3oj2/3ojm/3ojv/3ud7/3ud8/3ud9/3uda/4q91/4q9g/4q9p/4qal/4qbc/4qbv/4qc4/4qo3/4xki/4yol	3,5,5,4,3,7,6,4,3,6,3,6,7,3,4,3,3,3,5	155	19	4,36842105263158	83	0
FIB12_BPT4	Short tail fiber protein gp12	1h6w/1ocy/1pdi/5iv5	4,3,5,6,6,8,6,6,5,4,3,3,3,3,3,3,3,5	527	18	4,38888888888889	79	0
FIEF_ECOLI	Ferrous-iron efflux pump FieF	2qfi/3h90	10,6,5,19,26,4,23,14,3,26,13,3,11,9,18,7	300	16	12,3125	197	0
FIMC_ECOLI	Chaperone protein FimC	1bf8/1kiu/1klf/3rfz/6swh	4,6,9,10,3,24,3,11,5,15,3,3,3,4,8,3,8,3,3,6,3,6,4	241	23	6,39130434782609	147	0
FIMF_ECOLI	Protein FimF	2jmr/3bfw/4xob/5iqm/5iqn/5iqo	8,3,5,4,4,3,10,7,3,4,8,3,3,3,3,15,10	176	17	5,64705882352941	96	0
FIMG_ECOLI	Protein FimG	3bfw/4xo9/4xoa/4xod/5iqm/5iqn/5iqo	9,3,10,3,8,7,4,5,3,5,11,3,14	167	13	6,53846153846154	85	0
FLAV_AQUAE	Flavodoxin	2ark	7,3,14,7,6,8,9,3,11,14,6,12,21,7,3	185	15	8,73333333333333	131	1
FLAV_AZOVI	Flavodoxin 2	1yob/5k9b	5,3,10,3,5,8,3,8,7,12,3,7,3,16	180	14	6,64285714285714	93	1
FLAV_CHOCR	Flavodoxin	2fcr	5,3,13,3,3,6,8,7,3,8,11,3,3,8,16	173	15	6,66666666666667	100	1
FLAV_CLOBE	Flavodoxin	1fla/1fld/1fln/1fvx/2fax/2fdx/2flv/2fox/2fvx/3nll/4nll/4nul/5nll/5nul/5ull/6nul	5,3,15,4,3,4,7,8,3,11,12,6,3,12	138	14	6,85714285714286	96	1
FLGE_SALTY	Flagellar hook protein FlgE	1wlg/2bgy/2bgz/6jzt/6k9q/6kfk/7cbm/7cgo/7e80/7e82	22,6,4,7,3,5,3,5,4,7,6,9,3,9,12,8,6,5,5,5,5,7,6,6,7,3,3,3,3,3,3,3,4,33	403	34	6,55882352941176	223	0
FLIT_SALTI	Flagellar protein FliT	6ch2	22,20,49	122	3	30,3333333333333	91	0
FMPA_PSEAI	Fimbrial protein	1dzo/1nil/1nim/1oqw/1paj/1pak/1x6p/1x6q/1x6r/1x6y/1x6z/2py0/5vxy	12,10,7,3,9,3,6,6,5,3	150	10	6,4	64	0
FOLC_ECOLI	Dihydrofolate synthase/folylpolyglutamate synthase	1w78	8,5,10,8,14,4,4,3,14,16,6,4,4,5,4,8,3,5,10,5,5,5,6,14,10,6,5,13,5,9,5,4,8,11,7,14	422	36	7,41666666666667	267	0
FOLD_MYCTU	Bifunctional protein FolD	2c2x/2c2y	21,8,17,7,13,4,7,3,9,12,5,8,5,5,5,3,4,4,6,5,4,5,18	281	23	7,73913043478261	178	0
